regime,unit_id,phase,R_final,recovery_slope,structure_value,structure_kind,structure_available,optical_source,label_method,label_confidence
afforestation,SAIH_AFF_r11c41,stable_restoration,0.7536,0.00568,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r11c42,stable_restoration,0.7868,0.00934,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r11c43,early_restoration,0.4886,0.01041,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r11c44,stable_restoration,0.7164,0.00301,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r11c45,stable_restoration,0.7481,0.00293,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r11c46,stable_restoration,0.959,0.00289,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r11c47,stable_restoration,0.9247,0.0026,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r11c48,stable_restoration,0.9917,0.00101,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r11c49,stable_restoration,0.935,0.00198,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r11c50,stable_restoration,0.8176,0.00432,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r11c51,early_restoration,0.6575,0.01366,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r11c52,stable_restoration,0.9316,0.00207,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r11c53,stable_restoration,0.994,0.00161,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r11c54,early_restoration,0.5384,0.00276,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r11c55,early_restoration,0.5507,0.00572,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r11c56,early_restoration,0.4492,0.01142,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r11c60,degraded,0.2602,0.00544,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r11c64,degraded,0.2737,0.00856,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r12c16,early_restoration,0.4758,0.00399,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r12c33,early_restoration,0.3755,0.00246,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r12c39,early_restoration,0.5449,0.00256,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r12c40,stable_restoration,0.6695,0.00183,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r12c41,early_restoration,0.5939,0.00914,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r12c42,stable_restoration,0.8157,0.01172,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r12c43,early_restoration,0.4034,0.00594,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r12c45,stable_restoration,1.0167,0.00293,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r12c46,stable_restoration,1.0274,0.00372,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r12c47,stable_restoration,0.9533,0.0076,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r12c48,stable_restoration,0.9589,0.00232,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r12c49,stable_restoration,1.0001,0.00191,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r12c50,stable_restoration,0.9074,0.003,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r12c51,stable_restoration,0.989,0.0037,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r12c52,stable_restoration,1.0363,0.00012,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r12c53,stable_restoration,1.0191,0.00157,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r12c54,stable_restoration,0.9544,0.00871,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r12c55,stable_restoration,0.6836,0.01424,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r12c56,early_restoration,0.6452,0.00285,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r12c57,stable_restoration,0.6691,0.02033,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r12c58,early_restoration,0.6073,0.01977,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r12c59,stable_restoration,0.7131,0.01583,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r12c60,stable_restoration,0.6973,0.00677,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r12c64,stable_restoration,0.7421,0.02131,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r13c18,early_restoration,0.3782,0.0093,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r13c21,degraded,0.2632,0.00803,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r13c30,degraded,0.235,0.0099,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r13c31,early_restoration,0.424,0.01862,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r13c32,degraded,0.2409,0.00985,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r13c33,early_restoration,0.4189,0.01557,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r13c39,early_restoration,0.4401,0.00309,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r13c40,early_restoration,0.5108,0.00615,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r13c41,early_restoration,0.4961,0.01348,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r13c42,stable_restoration,0.6919,0.01126,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r13c43,early_restoration,0.4035,0.00907,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r13c44,early_restoration,0.4933,0.00682,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r13c45,stable_restoration,0.863,0.00728,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r13c46,stable_restoration,0.9024,0.00523,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r13c47,stable_restoration,0.9883,0.00669,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r13c48,stable_restoration,0.935,0.00369,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r13c49,stable_restoration,1.0345,0.0001,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r13c50,stable_restoration,1.0106,0.00163,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r13c51,stable_restoration,1.0094,0.00095,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r13c52,stable_restoration,1.0134,0.00049,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r13c53,stable_restoration,0.9928,0.00286,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r13c54,stable_restoration,0.7863,0.00311,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r13c55,early_restoration,0.609,0.00781,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r13c56,stable_restoration,0.8732,0.00902,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r13c57,stable_restoration,0.7038,0.01084,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r13c58,stable_restoration,0.8257,0.01734,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r13c59,stable_restoration,0.7342,0.01778,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r13c60,early_restoration,0.4525,0.00799,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r13c61,degraded,0.2809,0.00532,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c18,early_restoration,0.5591,0.01195,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c19,early_restoration,0.4933,0.0119,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c20,early_restoration,0.5591,0.01157,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c21,early_restoration,0.5179,0.01183,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c22,early_restoration,0.4692,0.0116,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c29,early_restoration,0.4606,0.02069,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c30,stable_restoration,0.6712,0.02925,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c31,early_restoration,0.5837,0.02383,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c32,stable_restoration,0.7474,0.02708,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c33,stable_restoration,0.9487,0.01293,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c34,stable_restoration,0.9911,0.00965,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c35,stable_restoration,0.6668,0.00497,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c40,early_restoration,0.3555,0.00419,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c41,early_restoration,0.412,0.00743,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c42,early_restoration,0.4675,0.00697,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c43,early_restoration,0.3805,0.00689,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c44,early_restoration,0.4686,0.00599,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c45,stable_restoration,0.7733,0.00386,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c46,stable_restoration,0.8818,0.00525,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c47,stable_restoration,0.9888,0.00257,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c48,stable_restoration,0.9144,0.00344,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c49,stable_restoration,0.9464,9e-05,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c50,stable_restoration,0.978,0.00082,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c51,stable_restoration,1.0179,0.00195,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c52,stable_restoration,0.8206,0.00232,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c53,stable_restoration,0.9293,0.0079,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c54,early_restoration,0.6592,0.00149,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c55,stable_restoration,1.0038,0.00121,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c56,stable_restoration,0.8732,0.0073,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c57,stable_restoration,0.8623,0.0049,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c58,stable_restoration,0.9458,0.02746,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c59,stable_restoration,0.749,0.03567,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c60,early_restoration,0.456,0.00693,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c61,early_restoration,0.6117,0.00897,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r14c62,degraded,0.2666,0.00777,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c16,degraded,0.2975,0.0076,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c17,early_restoration,0.6506,0.00758,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c18,early_restoration,0.602,0.0096,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c19,early_restoration,0.5825,0.01491,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c20,stable_restoration,0.7823,0.01568,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c21,stable_restoration,0.8903,0.01021,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c22,stable_restoration,0.8509,0.00624,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c23,stable_restoration,0.7215,0.00683,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c24,stable_restoration,0.7713,0.00877,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c25,stable_restoration,0.7229,0.00506,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c28,early_restoration,0.6009,0.01783,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c29,stable_restoration,0.8188,0.02019,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c30,stable_restoration,0.9656,0.00375,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c31,stable_restoration,1.0272,0.00496,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c32,stable_restoration,0.9871,0.0158,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c33,stable_restoration,0.9596,0.00884,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c34,stable_restoration,1.0208,0.00542,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c35,stable_restoration,0.9887,0.00156,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c36,stable_restoration,0.9482,0.00977,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c37,stable_restoration,0.7559,0.00424,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c38,degraded,0.3032,0.00175,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c42,early_restoration,0.4497,0.0047,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c43,stable_restoration,0.8418,0.003,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c44,stable_restoration,0.8383,0.00165,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c45,stable_restoration,0.9455,0.00466,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c46,stable_restoration,1.0156,0.00485,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c47,stable_restoration,0.9636,0.00345,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c48,stable_restoration,0.9253,0.00422,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c49,stable_restoration,0.9075,0.01697,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c50,stable_restoration,0.9522,0.00498,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c51,stable_restoration,0.9573,-0.00133,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c52,stable_restoration,0.7879,-0.00136,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c53,stable_restoration,0.9619,0.00397,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c54,stable_restoration,0.8818,0.00197,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c55,stable_restoration,0.9796,0.00241,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c56,stable_restoration,0.8245,0.00093,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c57,stable_restoration,0.9458,-0.0008,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c58,stable_restoration,0.9435,0.00629,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c59,stable_restoration,0.9396,0.01089,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c60,stable_restoration,0.6673,0.02685,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c61,early_restoration,0.6209,0.01209,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r15c62,early_restoration,0.4474,0.01495,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r16c11,early_restoration,0.452,0.00956,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r16c12,stable_restoration,0.9075,0.0135,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r16c13,stable_restoration,0.9499,0.01715,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r16c14,early_restoration,0.6506,0.01584,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r16c15,stable_restoration,0.8625,0.00835,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r16c16,stable_restoration,0.9956,0.00522,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r16c17,stable_restoration,0.9682,0.00261,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r16c18,stable_restoration,0.8446,0.01034,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r16c19,stable_restoration,0.8102,0.01346,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r16c20,early_restoration,0.4604,0.01305,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r16c21,stable_restoration,0.7845,0.0127,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r16c22,stable_restoration,0.9001,0.00834,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r16c23,stable_restoration,0.9865,0.01069,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r16c24,stable_restoration,0.8406,0.01178,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r16c25,stable_restoration,0.9185,0.01744,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r16c26,stable_restoration,0.8275,0.00742,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
afforestation,SAIH_AFF_r16c27,stable_restoration,0.8732,0.01305,,GEDI_rh98_m(pending),0,Landsat_C2_L2,regimeC_v0_CLCD+NDVI,v0
